"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W27","Sweden","Number","Total","From 85 to 89 years","277","p"
"2020W27","Sweden","Number","Total","90 years or over","383","p"
"2020W27","United Kingdom","Number","Total","Total","10,398","p"
"2020W27","United Kingdom","Number","Total","From 75 to 79 years","1,364","p"
"2020W27","United Kingdom","Number","Total","From 80 to 84 years","1,626","p"
"2020W27","United Kingdom","Number","Total","From 85 to 89 years","1,756","p"
"2020W27","United Kingdom","Number","Total","90 years or over","2,027","p"
"2020W27","Iceland","Number","Total","Total","35","p"
"2020W27","Iceland","Number","Total","From 75 to 79 years","2","p"
"2020W27","Iceland","Number","Total","From 80 to 84 years","8","p"
"2020W27","Iceland","Number","Total","From 85 to 89 years","5","p"
"2020W27","Iceland","Number","Total","90 years or over","8","p"
"2020W27","Liechtenstein","Number","Total","Total","9","p"
"2020W27","Liechtenstein","Number","Total","From 75 to 79 years","0","p"
"2020W27","Liechtenstein","Number","Total","From 80 to 84 years","1","p"
"2020W27","Liechtenstein","Number","Total","From 85 to 89 years","4","p"
"2020W27","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W27","Norway","Number","Total","Total","698","p"
"2020W27","Norway","Number","Total","From 75 to 79 years","70","p"
"2020W27","Norway","Number","Total","From 80 to 84 years","102","p"
"2020W27","Norway","Number","Total","From 85 to 89 years","120","p"
"2020W27","Norway","Number","Total","90 years or over","189","p"
"2020W27","Switzerland","Number","Total","Total","1,175","p"
"2020W27","Switzerland","Number","Total","From 75 to 79 years","142","p"
"2020W27","Switzerland","Number","Total","From 80 to 84 years","174","p"
"2020W27","Switzerland","Number","Total","From 85 to 89 years","239","p"
"2020W27","Switzerland","Number","Total","90 years or over","289","p"
"2020W27","Montenegro","Number","Total","Total","153","p"
"2020W27","Montenegro","Number","Total","From 75 to 79 years","19","p"
"2020W27","Montenegro","Number","Total","From 80 to 84 years","29","p"
"2020W27","Montenegro","Number","Total","From 85 to 89 years","28","p"
"2020W27","Montenegro","Number","Total","90 years or over","14","p"
"2020W27","Albania","Number","Total","Total","530","p"
"2020W27","Albania","Number","Total","From 75 to 79 years","79","p"
"2020W27","Albania","Number","Total","From 80 to 84 years","95","p"
"2020W27","Albania","Number","Total","From 85 to 89 years","95","p"
"2020W27","Albania","Number","Total","90 years or over","58","p"
"2020W27","Serbia","Number","Total","Total","2,315","p"
"2020W27","Serbia","Number","Total","From 75 to 79 years","297","p"
"2020W27","Serbia","Number","Total","From 80 to 84 years","422","p"
"2020W27","Serbia","Number","Total","From 85 to 89 years","338","p"
"2020W27","Serbia","Number","Total","90 years or over","188","p"
"2020W28","Belgium","Number","Total","Total","1,697","p"
"2020W28","Belgium","Number","Total","From 75 to 79 years","189","p"
"2020W28","Belgium","Number","Total","From 80 to 84 years","245","p"
"2020W28","Belgium","Number","Total","From 85 to 89 years","310","p"
"2020W28","Belgium","Number","Total","90 years or over","365","p"
"2020W28","Bulgaria","Number","Total","Total","2,041","p"
"2020W28","Bulgaria","Number","Total","From 75 to 79 years","325","p"
"2020W28","Bulgaria","Number","Total","From 80 to 84 years","357","p"
"2020W28","Bulgaria","Number","Total","From 85 to 89 years","296","p"
"2020W28","Bulgaria","Number","Total","90 years or over","176","p"
"2020W28","Czechia","Number","Total","Total","1,993","p"
"2020W28","Czechia","Number","Total","From 75 to 79 years","277","p"
"2020W28","Czechia","Number","Total","From 80 to 84 years","317","p"
"2020W28","Czechia","Number","Total","From 85 to 89 years","305","p"
"2020W28","Czechia","Number","Total","90 years or over","282","p"
"2020W28","Denmark","Number","Total","Total","957","p"
"2020W28","Denmark","Number","Total","From 75 to 79 years","143","p"
"2020W28","Denmark","Number","Total","From 80 to 84 years","155","p"
"2020W28","Denmark","Number","Total","From 85 to 89 years","154","p"
"2020W28","Denmark","Number","Total","90 years or over","182","p"
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","Total","16,156","p"
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,179","p"
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","2,834","p"
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,198","p"
"2020W28","Estonia","Number","Total","Total","276","p"
"2020W28","Estonia","Number","Total","From 75 to 79 years","29","p"
"2020W28","Estonia","Number","Total","From 80 to 84 years","42","p"
"2020W28","Estonia","Number","Total","From 85 to 89 years","45","p"
"2020W28","Estonia","Number","Total","90 years or over","51","p"
"2020W28","Greece","Number","Total","Total","2,304","p"
"2020W28","Greece","Number","Total","From 75 to 79 years","243","p"
"2020W28","Greece","Number","Total","From 80 to 84 years","408","p"
"2020W28","Greece","Number","Total","From 85 to 89 years","528","p"
"2020W28","Greece","Number","Total","90 years or over","511","p"
"2020W28","Spain","Number","Total","Total","7,855","p"
"2020W28","Spain","Number","Total","From 75 to 79 years","817","p"
"2020W28","Spain","Number","Total","From 80 to 84 years","1,150","p"
"2020W28","Spain","Number","Total","From 85 to 89 years","1,665","p"
"2020W28","Spain","Number","Total","90 years or over","1,987","p"
"2020W28","France","Number","Total","Total","10,586","p"
"2020W28","France","Number","Total","From 75 to 79 years","950","p"
"2020W28","France","Number","Total","From 80 to 84 years","1,289","p"
"2020W28","France","Number","Total","From 85 to 89 years","1,831","p"
"2020W28","France","Number","Total","90 years or over","2,967","p"
"2020W28","Croatia","Number","Total","Total","918","p"
"2020W28","Croatia","Number","Total","From 75 to 79 years","131","p"
"2020W28","Croatia","Number","Total","From 80 to 84 years","171","p"
"2020W28","Croatia","Number","Total","From 85 to 89 years","179","p"
"2020W28","Croatia","Number","Total","90 years or over","106","p"
"2020W28","Italy","Number","Total","Total","11,426","p"
"2020W28","Italy","Number","Total","From 75 to 79 years","1,253","p"
"2020W28","Italy","Number","Total","From 80 to 84 years","1,990","p"
"2020W28","Italy","Number","Total","From 85 to 89 years","2,375","p"
"2020W28","Italy","Number","Total","90 years or over","2,952","p"
"2020W28","Cyprus","Number","Total","Total","107","p"
"2020W28","Cyprus","Number","Total","From 75 to 79 years","11","p"
"2020W28","Cyprus","Number","Total","From 80 to 84 years","21","p"
"2020W28","Cyprus","Number","Total","From 85 to 89 years","31","p"
"2020W28","Cyprus","Number","Total","90 years or over","21","p"
"2020W28","Latvia","Number","Total","Total","468","p"
"2020W28","Latvia","Number","Total","From 75 to 79 years","62","p"
"2020W28","Latvia","Number","Total","From 80 to 84 years","71","p"
"2020W28","Latvia","Number","Total","From 85 to 89 years","75","p"
"2020W28","Latvia","Number","Total","90 years or over","53","p"
"2020W28","Lithuania","Number","Total","Total","700","p"
"2020W28","Lithuania","Number","Total","From 75 to 79 years","102","p"
"2020W28","Lithuania","Number","Total","From 80 to 84 years","98","p"
"2020W28","Lithuania","Number","Total","From 85 to 89 years","103","p"
"2020W28","Lithuania","Number","Total","90 years or over","86","p"
"2020W28","Luxembourg","Number","Total","Total","73","p"
"2020W28","Luxembourg","Number","Total","From 75 to 79 years","5","p"
"2020W28","Luxembourg","Number","Total","From 80 to 84 years","12","p"
"2020W28","Luxembourg","Number","Total","From 85 to 89 years","13","p"
"2020W28","Luxembourg","Number","Total","90 years or over","21","p"
"2020W28","Hungary","Number","Total","Total","2,173","p"
"2020W28","Hungary","Number","Total","From 75 to 79 years","273","p"
"2020W28","Hungary","Number","Total","From 80 to 84 years","356","p"
"2020W28","Hungary","Number","Total","From 85 to 89 years","317","p"
"2020W28","Hungary","Number","Total","90 years or over","227","p"
"2020W28","Malta","Number","Total","Total","62","p"
"2020W28","Malta","Number","Total","From 75 to 79 years","7","p"
"2020W28","Malta","Number","Total","From 80 to 84 years","8","p"
"2020W28","Malta","Number","Total","From 85 to 89 years","12","p"
"2020W28","Malta","Number","Total","90 years or over","10","p"
"2020W28","Netherlands","Number","Total","Total","2,619","p"
"2020W28","Netherlands","Number","Total","From 75 to 79 years","335","p"
"2020W28","Netherlands","Number","Total","From 80 to 84 years","407","p"
"2020W28","Netherlands","Number","Total","From 85 to 89 years","448","p"
"2020W28","Netherlands","Number","Total","90 years or over","562","p"
"2020W28","Austria","Number","Total","Total","1,383","p"
"2020W28","Austria","Number","Total","From 75 to 79 years","194","p"
"2020W28","Austria","Number","Total","From 80 to 84 years","197","p"
"2020W28","Austria","Number","Total","From 85 to 89 years","245","p"
"2020W28","Austria","Number","Total","90 years or over","317","p"
"2020W28","Poland","Number","Total","Total","7,307","p"
"2020W28","Poland","Number","Total","From 75 to 79 years","726","p"
"2020W28","Poland","Number","Total","From 80 to 84 years","1,002","p"
"2020W28","Poland","Number","Total","From 85 to 89 years","1,021","p"
"2020W28","Poland","Number","Total","90 years or over","1,054","p"
"2020W28","Portugal","Number","Total","Total","2,218","p"
"2020W28","Portugal","Number","Total","From 75 to 79 years","266","p"
"2020W28","Portugal","Number","Total","From 80 to 84 years","366","p"
"2020W28","Portugal","Number","Total","From 85 to 89 years","476","p"
"2020W28","Portugal","Number","Total","90 years or over","506","p"
"2020W28","Romania","Number","Total","Total","4,891","p"
"2020W28","Romania","Number","Total","From 75 to 79 years","627","p"
"2020W28","Romania","Number","Total","From 80 to 84 years","872","p"
"2020W28","Romania","Number","Total","From 85 to 89 years","672","p"
"2020W28","Romania","Number","Total","90 years or over","461","p"
"2020W28","Slovenia","Number","Total","Total","324","p"
"2020W28","Slovenia","Number","Total","From 75 to 79 years","25","p"
"2020W28","Slovenia","Number","Total","From 80 to 84 years","50","p"
"2020W28","Slovenia","Number","Total","From 85 to 89 years","65","p"
"2020W28","Slovenia","Number","Total","90 years or over","76","p"
"2020W28","Slovakia","Number","Total","Total","971","p"
"2020W28","Slovakia","Number","Total","From 75 to 79 years","122","p"
"2020W28","Slovakia","Number","Total","From 80 to 84 years","129","p"
"2020W28","Slovakia","Number","Total","From 85 to 89 years","137","p"
"2020W28","Slovakia","Number","Total","90 years or over","92","p"
"2020W28","Finland","Number","Total","Total","943","p"
"2020W28","Finland","Number","Total","From 75 to 79 years","101","p"
"2020W28","Finland","Number","Total","From 80 to 84 years","159","p"
"2020W28","Finland","Number","Total","From 85 to 89 years","144","p"
"2020W28","Finland","Number","Total","90 years or over","196","p"
"2020W28","Sweden","Number","Total","Total","1,571","p"
"2020W28","Sweden","Number","Total","From 75 to 79 years","204","p"
"2020W28","Sweden","Number","Total","From 80 to 84 years","287","p"
"2020W28","Sweden","Number","Total","From 85 to 89 years","295","p"
"2020W28","Sweden","Number","Total","90 years or over","365","p"
"2020W28","United Kingdom","Number","Total","Total","9,927","p"
"2020W28","United Kingdom","Number","Total","From 75 to 79 years","1,242","p"
"2020W28","United Kingdom","Number","Total","From 80 to 84 years","1,633","p"
"2020W28","United Kingdom","Number","Total","From 85 to 89 years","1,658","p"
"2020W28","United Kingdom","Number","Total","90 years or over","1,904","p"
"2020W28","Iceland","Number","Total","Total","46","p"
"2020W28","Iceland","Number","Total","From 75 to 79 years","6","p"
"2020W28","Iceland","Number","Total","From 80 to 84 years","8","p"
"2020W28","Iceland","Number","Total","From 85 to 89 years","5","p"
"2020W28","Iceland","Number","Total","90 years or over","8","p"
"2020W28","Liechtenstein","Number","Total","Total","2","p"
"2020W28","Liechtenstein","Number","Total","From 75 to 79 years","1","p"
"2020W28","Liechtenstein","Number","Total","From 80 to 84 years","1","p"
"2020W28","Liechtenstein","Number","Total","From 85 to 89 years","0","p"
"2020W28","Liechtenstein","Number","Total","90 years or over","0","p"
"2020W28","Norway","Number","Total","Total","665","p"
"2020W28","Norway","Number","Total","From 75 to 79 years","90","p"
"2020W28","Norway","Number","Total","From 80 to 84 years","91","p"
"2020W28","Norway","Number","Total","From 85 to 89 years","109","p"
"2020W28","Norway","Number","Total","90 years or over","157","p"
"2020W28","Switzerland","Number","Total","Total","1,165","p"
"2020W28","Switzerland","Number","Total","From 75 to 79 years","154","p"
"2020W28","Switzerland","Number","Total","From 80 to 84 years","175","p"
"2020W28","Switzerland","Number","Total","From 85 to 89 years","203","p"
"2020W28","Switzerland","Number","Total","90 years or over","323","p"
"2020W28","Montenegro","Number","Total","Total","137","p"
"2020W28","Montenegro","Number","Total","From 75 to 79 years","17","p"
"2020W28","Montenegro","Number","Total","From 80 to 84 years","24","p"
"2020W28","Montenegro","Number","Total","From 85 to 89 years","19","p"
"2020W28","Montenegro","Number","Total","90 years or over","11","p"
"2020W28","Albania","Number","Total","Total","457","p"
"2020W28","Albania","Number","Total","From 75 to 79 years","65","p"
"2020W28","Albania","Number","Total","From 80 to 84 years","96","p"
"2020W28","Albania","Number","Total","From 85 to 89 years","57","p"
"2020W28","Albania","Number","Total","90 years or over","45","p"
"2020W28","Serbia","Number","Total","Total","2,200","p"
"2020W28","Serbia","Number","Total","From 75 to 79 years","304","p"
"2020W28","Serbia","Number","Total","From 80 to 84 years","383","p"
"2020W28","Serbia","Number","Total","From 85 to 89 years","312","p"
"2020W28","Serbia","Number","Total","90 years or over","149","p"
"2020W29","Belgium","Number","Total","Total","1,862","p"
