"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W07","Slovenia","Number","Total","Total","499","p"
"2020W07","Slovenia","Number","Total","From 75 to 79 years","59","p"
"2020W07","Slovenia","Number","Total","From 80 to 84 years","81","p"
"2020W07","Slovenia","Number","Total","From 85 to 89 years","101","p"
"2020W07","Slovenia","Number","Total","90 years or over","101","p"
"2020W07","Slovakia","Number","Total","Total","1,178","p"
"2020W07","Slovakia","Number","Total","From 75 to 79 years","149","p"
"2020W07","Slovakia","Number","Total","From 80 to 84 years","183","p"
"2020W07","Slovakia","Number","Total","From 85 to 89 years","168","p"
"2020W07","Slovakia","Number","Total","90 years or over","141","p"
"2020W07","Finland","Number","Total","Total","1,098","p"
"2020W07","Finland","Number","Total","From 75 to 79 years","139","p"
"2020W07","Finland","Number","Total","From 80 to 84 years","182","p"
"2020W07","Finland","Number","Total","From 85 to 89 years","217","p"
"2020W07","Finland","Number","Total","90 years or over","215","p"
"2020W07","Sweden","Number","Total","Total","1,825","p"
"2020W07","Sweden","Number","Total","From 75 to 79 years","231","p"
"2020W07","Sweden","Number","Total","From 80 to 84 years","301","p"
"2020W07","Sweden","Number","Total","From 85 to 89 years","360","p"
"2020W07","Sweden","Number","Total","90 years or over","476","p"
"2020W07","United Kingdom","Number","Total","Total","12,392","p"
"2020W07","United Kingdom","Number","Total","From 75 to 79 years","1,485","p"
"2020W07","United Kingdom","Number","Total","From 80 to 84 years","1,933","p"
"2020W07","United Kingdom","Number","Total","From 85 to 89 years","2,302","p"
"2020W07","United Kingdom","Number","Total","90 years or over","2,760","p"
"2020W07","Iceland","Number","Total","Total","49","p"
"2020W07","Iceland","Number","Total","From 75 to 79 years","6","p"
"2020W07","Iceland","Number","Total","From 80 to 84 years","13","p"
"2020W07","Iceland","Number","Total","From 85 to 89 years","9","p"
"2020W07","Iceland","Number","Total","90 years or over","10","p"
"2020W07","Liechtenstein","Number","Total","Total","10","p"
"2020W07","Liechtenstein","Number","Total","From 75 to 79 years","3","p"
"2020W07","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W07","Liechtenstein","Number","Total","From 85 to 89 years","2","p"
"2020W07","Liechtenstein","Number","Total","90 years or over","2","p"
"2020W07","Norway","Number","Total","Total","859","p"
"2020W07","Norway","Number","Total","From 75 to 79 years","89","p"
"2020W07","Norway","Number","Total","From 80 to 84 years","121","p"
"2020W07","Norway","Number","Total","From 85 to 89 years","153","p"
"2020W07","Norway","Number","Total","90 years or over","232","p"
"2020W07","Switzerland","Number","Total","Total","1,381","p"
"2020W07","Switzerland","Number","Total","From 75 to 79 years","154","p"
"2020W07","Switzerland","Number","Total","From 80 to 84 years","207","p"
"2020W07","Switzerland","Number","Total","From 85 to 89 years","266","p"
"2020W07","Switzerland","Number","Total","90 years or over","415","p"
"2020W07","Montenegro","Number","Total","Total","130","p"
"2020W07","Montenegro","Number","Total","From 75 to 79 years","15","p"
"2020W07","Montenegro","Number","Total","From 80 to 84 years","23","p"
"2020W07","Montenegro","Number","Total","From 85 to 89 years","17","p"
"2020W07","Montenegro","Number","Total","90 years or over","10","p"
"2020W07","Albania","Number","Total","Total","500","p"
"2020W07","Albania","Number","Total","From 75 to 79 years","85","p"
"2020W07","Albania","Number","Total","From 80 to 84 years","107","p"
"2020W07","Albania","Number","Total","From 85 to 89 years","78","p"
"2020W07","Albania","Number","Total","90 years or over","63","p"
"2020W07","Serbia","Number","Total","Total","2,240","p"
"2020W07","Serbia","Number","Total","From 75 to 79 years","317","p"
"2020W07","Serbia","Number","Total","From 80 to 84 years","444","p"
"2020W07","Serbia","Number","Total","From 85 to 89 years","352","p"
"2020W07","Serbia","Number","Total","90 years or over","196","p"
"2020W08","Belgium","Number","Total","Total","2,316","p"
"2020W08","Belgium","Number","Total","From 75 to 79 years","240","p"
"2020W08","Belgium","Number","Total","From 80 to 84 years","357","p"
"2020W08","Belgium","Number","Total","From 85 to 89 years","434","p"
"2020W08","Belgium","Number","Total","90 years or over","568","p"
"2020W08","Bulgaria","Number","Total","Total","2,161","p"
"2020W08","Bulgaria","Number","Total","From 75 to 79 years","276","p"
"2020W08","Bulgaria","Number","Total","From 80 to 84 years","357","p"
"2020W08","Bulgaria","Number","Total","From 85 to 89 years","347","p"
"2020W08","Bulgaria","Number","Total","90 years or over","193","p"
"2020W08","Czechia","Number","Total","Total","2,346","p"
"2020W08","Czechia","Number","Total","From 75 to 79 years","368","p"
"2020W08","Czechia","Number","Total","From 80 to 84 years","341","p"
"2020W08","Czechia","Number","Total","From 85 to 89 years","406","p"
"2020W08","Czechia","Number","Total","90 years or over","350","p"
"2020W08","Denmark","Number","Total","Total","1,034","p"
"2020W08","Denmark","Number","Total","From 75 to 79 years","151","p"
"2020W08","Denmark","Number","Total","From 80 to 84 years","136","p"
"2020W08","Denmark","Number","Total","From 85 to 89 years","165","p"
"2020W08","Denmark","Number","Total","90 years or over","207","p"
"2020W08","Germany (until 1990 former territory of the FRG)","Number","Total","Total","18,948","p"
"2020W08","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W08","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,787","p"
"2020W08","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,362","p"
"2020W08","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,797","p"
"2020W08","Estonia","Number","Total","Total","334","p"
"2020W08","Estonia","Number","Total","From 75 to 79 years","42","p"
"2020W08","Estonia","Number","Total","From 80 to 84 years","61","p"
"2020W08","Estonia","Number","Total","From 85 to 89 years","55","p"
"2020W08","Estonia","Number","Total","90 years or over","58","p"
"2020W08","Greece","Number","Total","Total","2,468","p"
"2020W08","Greece","Number","Total","From 75 to 79 years","243","p"
"2020W08","Greece","Number","Total","From 80 to 84 years","448","p"
"2020W08","Greece","Number","Total","From 85 to 89 years","538","p"
"2020W08","Greece","Number","Total","90 years or over","596","p"
"2020W08","Spain","Number","Total","Total","8,354","p"
"2020W08","Spain","Number","Total","From 75 to 79 years","889","p"
"2020W08","Spain","Number","Total","From 80 to 84 years","1,239","p"
"2020W08","Spain","Number","Total","From 85 to 89 years","1,789","p"
"2020W08","Spain","Number","Total","90 years or over","2,173","p"
"2020W08","France","Number","Total","Total","12,098","p"
"2020W08","France","Number","Total","From 75 to 79 years","1,036","p"
"2020W08","France","Number","Total","From 80 to 84 years","1,408","p"
"2020W08","France","Number","Total","From 85 to 89 years","2,162","p"
"2020W08","France","Number","Total","90 years or over","3,852","p"
"2020W08","Croatia","Number","Total","Total","1,046","p"
"2020W08","Croatia","Number","Total","From 75 to 79 years","155","p"
"2020W08","Croatia","Number","Total","From 80 to 84 years","208","p"
"2020W08","Croatia","Number","Total","From 85 to 89 years","217","p"
"2020W08","Croatia","Number","Total","90 years or over","109","p"
"2020W08","Italy","Number","Total","Total","13,202","p"
"2020W08","Italy","Number","Total","From 75 to 79 years","1,509","p"
"2020W08","Italy","Number","Total","From 80 to 84 years","2,255","p"
"2020W08","Italy","Number","Total","From 85 to 89 years","2,764","p"
"2020W08","Italy","Number","Total","90 years or over","3,622","p"
"2020W08","Cyprus","Number","Total","Total","143","p"
"2020W08","Cyprus","Number","Total","From 75 to 79 years","17","p"
"2020W08","Cyprus","Number","Total","From 80 to 84 years","20","p"
"2020W08","Cyprus","Number","Total","From 85 to 89 years","35","p"
"2020W08","Cyprus","Number","Total","90 years or over","32","p"
"2020W08","Latvia","Number","Total","Total","545","p"
"2020W08","Latvia","Number","Total","From 75 to 79 years","76","p"
"2020W08","Latvia","Number","Total","From 80 to 84 years","84","p"
"2020W08","Latvia","Number","Total","From 85 to 89 years","80","p"
"2020W08","Latvia","Number","Total","90 years or over","79","p"
"2020W08","Lithuania","Number","Total","Total","707","p"
"2020W08","Lithuania","Number","Total","From 75 to 79 years","82","p"
"2020W08","Lithuania","Number","Total","From 80 to 84 years","107","p"
"2020W08","Lithuania","Number","Total","From 85 to 89 years","111","p"
"2020W08","Lithuania","Number","Total","90 years or over","114","p"
"2020W08","Luxembourg","Number","Total","Total","85","p"
"2020W08","Luxembourg","Number","Total","From 75 to 79 years","6","p"
"2020W08","Luxembourg","Number","Total","From 80 to 84 years","13","p"
"2020W08","Luxembourg","Number","Total","From 85 to 89 years","12","p"
"2020W08","Luxembourg","Number","Total","90 years or over","19","p"
"2020W08","Hungary","Number","Total","Total","2,586","p"
"2020W08","Hungary","Number","Total","From 75 to 79 years","386","p"
"2020W08","Hungary","Number","Total","From 80 to 84 years","404","p"
"2020W08","Hungary","Number","Total","From 85 to 89 years","393","p"
"2020W08","Hungary","Number","Total","90 years or over","298","p"
"2020W08","Malta","Number","Total","Total","73","p"
"2020W08","Malta","Number","Total","From 75 to 79 years","8","p"
"2020W08","Malta","Number","Total","From 80 to 84 years","11","p"
"2020W08","Malta","Number","Total","From 85 to 89 years","11","p"
"2020W08","Malta","Number","Total","90 years or over","15","p"
"2020W08","Netherlands","Number","Total","Total","2,959","p"
"2020W08","Netherlands","Number","Total","From 75 to 79 years","367","p"
"2020W08","Netherlands","Number","Total","From 80 to 84 years","459","p"
"2020W08","Netherlands","Number","Total","From 85 to 89 years","563","p"
"2020W08","Netherlands","Number","Total","90 years or over","727","p"
"2020W08","Austria","Number","Total","Total","1,719","p"
"2020W08","Austria","Number","Total","From 75 to 79 years","216","p"
"2020W08","Austria","Number","Total","From 80 to 84 years","275","p"
"2020W08","Austria","Number","Total","From 85 to 89 years","347","p"
"2020W08","Austria","Number","Total","90 years or over","383","p"
"2020W08","Poland","Number","Total","Total","8,471","p"
"2020W08","Poland","Number","Total","From 75 to 79 years","794","p"
"2020W08","Poland","Number","Total","From 80 to 84 years","1,193","p"
"2020W08","Poland","Number","Total","From 85 to 89 years","1,336","p"
"2020W08","Poland","Number","Total","90 years or over","1,450","p"
"2020W08","Portugal","Number","Total","Total","2,356","p"
"2020W08","Portugal","Number","Total","From 75 to 79 years","263","p"
"2020W08","Portugal","Number","Total","From 80 to 84 years","408","p"
"2020W08","Portugal","Number","Total","From 85 to 89 years","465","p"
"2020W08","Portugal","Number","Total","90 years or over","544","p"
"2020W08","Romania","Number","Total","Total","5,196","p"
"2020W08","Romania","Number","Total","From 75 to 79 years","659","p"
"2020W08","Romania","Number","Total","From 80 to 84 years","938","p"
"2020W08","Romania","Number","Total","From 85 to 89 years","798","p"
"2020W08","Romania","Number","Total","90 years or over","525","p"
"2020W08","Slovenia","Number","Total","Total","439","p"
"2020W08","Slovenia","Number","Total","From 75 to 79 years","51","p"
"2020W08","Slovenia","Number","Total","From 80 to 84 years","87","p"
"2020W08","Slovenia","Number","Total","From 85 to 89 years","81","p"
"2020W08","Slovenia","Number","Total","90 years or over","96","p"
"2020W08","Slovakia","Number","Total","Total","1,085","p"
"2020W08","Slovakia","Number","Total","From 75 to 79 years","154","p"
"2020W08","Slovakia","Number","Total","From 80 to 84 years","171","p"
"2020W08","Slovakia","Number","Total","From 85 to 89 years","144","p"
"2020W08","Slovakia","Number","Total","90 years or over","118","p"
"2020W08","Finland","Number","Total","Total","1,091","p"
"2020W08","Finland","Number","Total","From 75 to 79 years","106","p"
"2020W08","Finland","Number","Total","From 80 to 84 years","169","p"
"2020W08","Finland","Number","Total","From 85 to 89 years","206","p"
"2020W08","Finland","Number","Total","90 years or over","267","p"
"2020W08","Sweden","Number","Total","Total","1,777","p"
"2020W08","Sweden","Number","Total","From 75 to 79 years","238","p"
"2020W08","Sweden","Number","Total","From 80 to 84 years","299","p"
"2020W08","Sweden","Number","Total","From 85 to 89 years","353","p"
"2020W08","Sweden","Number","Total","90 years or over","435","p"
"2020W08","United Kingdom","Number","Total","Total","12,273","p"
"2020W08","United Kingdom","Number","Total","From 75 to 79 years","1,542","p"
"2020W08","United Kingdom","Number","Total","From 80 to 84 years","1,934","p"
"2020W08","United Kingdom","Number","Total","From 85 to 89 years","2,158","p"
"2020W08","United Kingdom","Number","Total","90 years or over","2,732","p"
"2020W08","Iceland","Number","Total","Total","48","p"
"2020W08","Iceland","Number","Total","From 75 to 79 years","11","p"
"2020W08","Iceland","Number","Total","From 80 to 84 years","4","p"
"2020W08","Iceland","Number","Total","From 85 to 89 years","15","p"
"2020W08","Iceland","Number","Total","90 years or over","8","p"
"2020W08","Liechtenstein","Number","Total","Total","6","p"
"2020W08","Liechtenstein","Number","Total","From 75 to 79 years","0","p"
"2020W08","Liechtenstein","Number","Total","From 80 to 84 years","1","p"
"2020W08","Liechtenstein","Number","Total","From 85 to 89 years","1","p"
"2020W08","Liechtenstein","Number","Total","90 years or over","2","p"
"2020W08","Norway","Number","Total","Total","814","p"
"2020W08","Norway","Number","Total","From 75 to 79 years","114","p"
"2020W08","Norway","Number","Total","From 80 to 84 years","136","p"
"2020W08","Norway","Number","Total","From 85 to 89 years","147","p"
"2020W08","Norway","Number","Total","90 years or over","179","p"
"2020W08","Switzerland","Number","Total","Total","1,367","p"
"2020W08","Switzerland","Number","Total","From 75 to 79 years","143","p"
"2020W08","Switzerland","Number","Total","From 80 to 84 years","197","p"
"2020W08","Switzerland","Number","Total","From 85 to 89 years","283","p"
"2020W08","Switzerland","Number","Total","90 years or over","392","p"
"2020W08","Montenegro","Number","Total","Total","141","p"
"2020W08","Montenegro","Number","Total","From 75 to 79 years","24","p"
"2020W08","Montenegro","Number","Total","From 80 to 84 years","25","p"
"2020W08","Montenegro","Number","Total","From 85 to 89 years","19","p"
"2020W08","Montenegro","Number","Total","90 years or over","9","p"
"2020W08","Albania","Number","Total","Total","466","p"
"2020W08","Albania","Number","Total","From 75 to 79 years","57","p"
"2020W08","Albania","Number","Total","From 80 to 84 years","114","p"
"2020W08","Albania","Number","Total","From 85 to 89 years","83","p"
"2020W08","Albania","Number","Total","90 years or over","59","p"
"2020W08","Serbia","Number","Total","Total","2,195","p"
"2020W08","Serbia","Number","Total","From 75 to 79 years","315","p"
"2020W08","Serbia","Number","Total","From 80 to 84 years","467","p"
"2020W08","Serbia","Number","Total","From 85 to 89 years","373","p"
"2020W08","Serbia","Number","Total","90 years or over","162","p"
"2020W09","Belgium","Number","Total","Total","2,259","p"
"2020W09","Belgium","Number","Total","From 75 to 79 years","229","p"
"2020W09","Belgium","Number","Total","From 80 to 84 years","387","p"
"2020W09","Belgium","Number","Total","From 85 to 89 years","444","p"
"2020W09","Belgium","Number","Total","90 years or over","542","p"
"2020W09","Bulgaria","Number","Total","Total","2,180","p"
"2020W09","Bulgaria","Number","Total","From 75 to 79 years","320","p"
"2020W09","Bulgaria","Number","Total","From 80 to 84 years","352","p"
"2020W09","Bulgaria","Number","Total","From 85 to 89 years","354","p"
"2020W09","Bulgaria","Number","Total","90 years or over","201","p"
"2020W09","Czechia","Number","Total","Total","2,357","p"
"2020W09","Czechia","Number","Total","From 75 to 79 years","331","p"
"2020W09","Czechia","Number","Total","From 80 to 84 years","355","p"
"2020W09","Czechia","Number","Total","From 85 to 89 years","411","p"
"2020W09","Czechia","Number","Total","90 years or over","318","p"
"2020W09","Denmark","Number","Total","Total","1,025","p"
"2020W09","Denmark","Number","Total","From 75 to 79 years","155","p"
"2020W09","Denmark","Number","Total","From 80 to 84 years","141","p"
"2020W09","Denmark","Number","Total","From 85 to 89 years","191","p"
"2020W09","Denmark","Number","Total","90 years or over","188","p"
"2020W09","Germany (until 1990 former territory of the FRG)","Number","Total","Total","19,492","p"
"2020W09","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W09","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,898","p"
"2020W09","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,521","p"
"2020W09","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","4,015","p"
"2020W09","Estonia","Number","Total","Total","314","p"
"2020W09","Estonia","Number","Total","From 75 to 79 years","26","p"
"2020W09","Estonia","Number","Total","From 80 to 84 years","56","p"
"2020W09","Estonia","Number","Total","From 85 to 89 years","43","p"
"2020W09","Estonia","Number","Total","90 years or over","64","p"
"2020W09","Greece","Number","Total","Total","2,545","p"
"2020W09","Greece","Number","Total","From 75 to 79 years","239","p"
"2020W09","Greece","Number","Total","From 80 to 84 years","451","p"
"2020W09","Greece","Number","Total","From 85 to 89 years","585","p"
"2020W09","Greece","Number","Total","90 years or over","595","p"
"2020W09","Spain","Number","Total","Total","8,300","p"
"2020W09","Spain","Number","Total","From 75 to 79 years","815","p"
"2020W09","Spain","Number","Total","From 80 to 84 years","1,213","p"
"2020W09","Spain","Number","Total","From 85 to 89 years","1,795","p"
"2020W09","Spain","Number","Total","90 years or over","2,285","p"
"2020W09","France","Number","Total","Total","12,277","p"
"2020W09","France","Number","Total","From 75 to 79 years","1,025","p"
"2020W09","France","Number","Total","From 80 to 84 years","1,483","p"
"2020W09","France","Number","Total","From 85 to 89 years","2,204","p"
"2020W09","France","Number","Total","90 years or over","3,819","p"
"2020W09","Croatia","Number","Total","Total","1,021","p"
"2020W09","Croatia","Number","Total","From 75 to 79 years","122","p"
"2020W09","Croatia","Number","Total","From 80 to 84 years","202","p"
"2020W09","Croatia","Number","Total","From 85 to 89 years","208","p"
"2020W09","Croatia","Number","Total","90 years or over","130","p"
"2020W09","Italy","Number","Total","Total","13,643","p"
"2020W09","Italy","Number","Total","From 75 to 79 years","1,520","p"
"2020W09","Italy","Number","Total","From 80 to 84 years","2,366","p"
"2020W09","Italy","Number","Total","From 85 to 89 years","2,956","p"
"2020W09","Italy","Number","Total","90 years or over","3,634","p"
"2020W09","Cyprus","Number","Total","Total","136","p"
"2020W09","Cyprus","Number","Total","From 75 to 79 years","16","p"
"2020W09","Cyprus","Number","Total","From 80 to 84 years","29","p"
"2020W09","Cyprus","Number","Total","From 85 to 89 years","27","p"
"2020W09","Cyprus","Number","Total","90 years or over","30","p"
"2020W09","Latvia","Number","Total","Total","447","p"
"2020W09","Latvia","Number","Total","From 75 to 79 years","57","p"
"2020W09","Latvia","Number","Total","From 80 to 84 years","74","p"
"2020W09","Latvia","Number","Total","From 85 to 89 years","66","p"
"2020W09","Latvia","Number","Total","90 years or over","65","p"
"2020W09","Lithuania","Number","Total","Total","806","p"
"2020W09","Lithuania","Number","Total","From 75 to 79 years","96","p"
"2020W09","Lithuania","Number","Total","From 80 to 84 years","125","p"
"2020W09","Lithuania","Number","Total","From 85 to 89 years","149","p"
"2020W09","Lithuania","Number","Total","90 years or over","119","p"
"2020W09","Luxembourg","Number","Total","Total","74","p"
"2020W09","Luxembourg","Number","Total","From 75 to 79 years","6","p"
"2020W09","Luxembourg","Number","Total","From 80 to 84 years","14","p"
"2020W09","Luxembourg","Number","Total","From 85 to 89 years","17","p"
"2020W09","Luxembourg","Number","Total","90 years or over","16","p"
"2020W09","Hungary","Number","Total","Total","2,782","p"
"2020W09","Hungary","Number","Total","From 75 to 79 years","390","p"
"2020W09","Hungary","Number","Total","From 80 to 84 years","444","p"
"2020W09","Hungary","Number","Total","From 85 to 89 years","403","p"
"2020W09","Hungary","Number","Total","90 years or over","330","p"
"2020W09","Malta","Number","Total","Total","68","p"
"2020W09","Malta","Number","Total","From 75 to 79 years","12","p"
"2020W09","Malta","Number","Total","From 80 to 84 years","12","p"
"2020W09","Malta","Number","Total","From 85 to 89 years","17","p"
"2020W09","Malta","Number","Total","90 years or over","10","p"
"2020W09","Netherlands","Number","Total","Total","3,098","p"
"2020W09","Netherlands","Number","Total","From 75 to 79 years","393","p"
"2020W09","Netherlands","Number","Total","From 80 to 84 years","479","p"
"2020W09","Netherlands","Number","Total","From 85 to 89 years","587","p"
"2020W09","Netherlands","Number","Total","90 years or over","717","p"
"2020W09","Austria","Number","Total","Total","1,768","p"
"2020W09","Austria","Number","Total","From 75 to 79 years","247","p"
"2020W09","Austria","Number","Total","From 80 to 84 years","283","p"
"2020W09","Austria","Number","Total","From 85 to 89 years","319","p"
"2020W09","Austria","Number","Total","90 years or over","418","p"
"2020W09","Poland","Number","Total","Total","8,469","p"
"2020W09","Poland","Number","Total","From 75 to 79 years","852","p"
"2020W09","Poland","Number","Total","From 80 to 84 years","1,179","p"
"2020W09","Poland","Number","Total","From 85 to 89 years","1,312","p"
"2020W09","Poland","Number","Total","90 years or over","1,443","p"
"2020W09","Portugal","Number","Total","Total","2,299","p"
"2020W09","Portugal","Number","Total","From 75 to 79 years","266","p"
"2020W09","Portugal","Number","Total","From 80 to 84 years","417","p"
"2020W09","Portugal","Number","Total","From 85 to 89 years","474","p"
"2020W09","Portugal","Number","Total","90 years or over","498","p"
"2020W09","Romania","Number","Total","Total","5,324","p"
"2020W09","Romania","Number","Total","From 75 to 79 years","714","p"
"2020W09","Romania","Number","Total","From 80 to 84 years","936","p"
"2020W09","Romania","Number","Total","From 85 to 89 years","806","p"
"2020W09","Romania","Number","Total","90 years or over","556","p"
"2020W09","Slovenia","Number","Total","Total","430","p"
"2020W09","Slovenia","Number","Total","From 75 to 79 years","66","p"
"2020W09","Slovenia","Number","Total","From 80 to 84 years","70","p"
"2020W09","Slovenia","Number","Total","From 85 to 89 years","83","p"
"2020W09","Slovenia","Number","Total","90 years or over","90","p"
"2020W09","Slovakia","Number","Total","Total","1,149","p"
"2020W09","Slovakia","Number","Total","From 75 to 79 years","158","p"
"2020W09","Slovakia","Number","Total","From 80 to 84 years","169","p"
"2020W09","Slovakia","Number","Total","From 85 to 89 years","188","p"
"2020W09","Slovakia","Number","Total","90 years or over","128","p"
"2020W09","Finland","Number","Total","Total","1,050","p"
"2020W09","Finland","Number","Total","From 75 to 79 years","113","p"
"2020W09","Finland","Number","Total","From 80 to 84 years","165","p"
"2020W09","Finland","Number","Total","From 85 to 89 years","208","p"
"2020W09","Finland","Number","Total","90 years or over","218","p"
"2020W09","Sweden","Number","Total","Total","1,778","p"
"2020W09","Sweden","Number","Total","From 75 to 79 years","250","p"
"2020W09","Sweden","Number","Total","From 80 to 84 years","283","p"
"2020W09","Sweden","Number","Total","From 85 to 89 years","335","p"
"2020W09","Sweden","Number","Total","90 years or over","459","p"
"2020W09","United Kingdom","Number","Total","Total","12,310","p"
"2020W09","United Kingdom","Number","Total","From 75 to 79 years","1,460","p"
"2020W09","United Kingdom","Number","Total","From 80 to 84 years","1,952","p"
"2020W09","United Kingdom","Number","Total","From 85 to 89 years","2,292","p"
"2020W09","United Kingdom","Number","Total","90 years or over","2,649","p"
"2020W09","Iceland","Number","Total","Total","43","p"
"2020W09","Iceland","Number","Total","From 75 to 79 years","3","p"
"2020W09","Iceland","Number","Total","From 80 to 84 years","7","p"
"2020W09","Iceland","Number","Total","From 85 to 89 years","9","p"
"2020W09","Iceland","Number","Total","90 years or over","16","p"
"2020W09","Liechtenstein","Number","Total","Total","5","p"
"2020W09","Liechtenstein","Number","Total","From 75 to 79 years","0","p"
"2020W09","Liechtenstein","Number","Total","From 80 to 84 years","1","p"
"2020W09","Liechtenstein","Number","Total","From 85 to 89 years","1","p"
"2020W09","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W09","Norway","Number","Total","Total","838","p"
"2020W09","Norway","Number","Total","From 75 to 79 years","109","p"
"2020W09","Norway","Number","Total","From 80 to 84 years","129","p"
"2020W09","Norway","Number","Total","From 85 to 89 years","140","p"
"2020W09","Norway","Number","Total","90 years or over","208","p"
"2020W09","Switzerland","Number","Total","Total","1,345","p"
"2020W09","Switzerland","Number","Total","From 75 to 79 years","134","p"
"2020W09","Switzerland","Number","Total","From 80 to 84 years","197","p"
"2020W09","Switzerland","Number","Total","From 85 to 89 years","283","p"
"2020W09","Switzerland","Number","Total","90 years or over","395","p"
"2020W09","Montenegro","Number","Total","Total","118","p"
"2020W09","Montenegro","Number","Total","From 75 to 79 years","20","p"
"2020W09","Montenegro","Number","Total","From 80 to 84 years","20","p"
"2020W09","Montenegro","Number","Total","From 85 to 89 years","16","p"
"2020W09","Montenegro","Number","Total","90 years or over","8","p"
"2020W09","Albania","Number","Total","Total","511","p"
"2020W09","Albania","Number","Total","From 75 to 79 years","71","p"
"2020W09","Albania","Number","Total","From 80 to 84 years","110","p"
"2020W09","Albania","Number","Total","From 85 to 89 years","90","p"
"2020W09","Albania","Number","Total","90 years or over","61","p"
"2020W09","Serbia","Number","Total","Total","2,065","p"
"2020W09","Serbia","Number","Total","From 75 to 79 years","298","p"
"2020W09","Serbia","Number","Total","From 80 to 84 years","404","p"
"2020W09","Serbia","Number","Total","From 85 to 89 years","335","p"
"2020W09","Serbia","Number","Total","90 years or over","194","p"
"2020W10","Belgium","Number","Total","Total","2,222","p"
"2020W10","Belgium","Number","Total","From 75 to 79 years","220","p"
"2020W10","Belgium","Number","Total","From 80 to 84 years","346","p"
"2020W10","Belgium","Number","Total","From 85 to 89 years","461","p"
"2020W10","Belgium","Number","Total","90 years or over","520","p"
"2020W10","Bulgaria","Number","Total","Total","2,045","p"
"2020W10","Bulgaria","Number","Total","From 75 to 79 years","289","p"
"2020W10","Bulgaria","Number","Total","From 80 to 84 years","351","p"
"2020W10","Bulgaria","Number","Total","From 85 to 89 years","325","p"
"2020W10","Bulgaria","Number","Total","90 years or over","182","p"
"2020W10","Czechia","Number","Total","Total","2,292","p"
"2020W10","Czechia","Number","Total","From 75 to 79 years","320","p"
"2020W10","Czechia","Number","Total","From 80 to 84 years","321","p"
"2020W10","Czechia","Number","Total","From 85 to 89 years","368","p"
"2020W10","Czechia","Number","Total","90 years or over","353","p"
"2020W10","Denmark","Number","Total","Total","1,061","p"
"2020W10","Denmark","Number","Total","From 75 to 79 years","155","p"
"2020W10","Denmark","Number","Total","From 80 to 84 years","177","p"
"2020W10","Denmark","Number","Total","From 85 to 89 years","154","p"
"2020W10","Denmark","Number","Total","90 years or over","219","p"
"2020W10","Germany (until 1990 former territory of the FRG)","Number","Total","Total","19,643","p"
"2020W10","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W10","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,785","p"
"2020W10","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,696","p"
"2020W10","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","4,098","p"
"2020W10","Estonia","Number","Total","Total","293","p"
"2020W10","Estonia","Number","Total","From 75 to 79 years","32","p"
"2020W10","Estonia","Number","Total","From 80 to 84 years","54","p"
"2020W10","Estonia","Number","Total","From 85 to 89 years","41","p"
"2020W10","Estonia","Number","Total","90 years or over","54","p"
"2020W10","Greece","Number","Total","Total","2,644","p"
"2020W10","Greece","Number","Total","From 75 to 79 years","257","p"
"2020W10","Greece","Number","Total","From 80 to 84 years","472","p"
"2020W10","Greece","Number","Total","From 85 to 89 years","658","p"
"2020W10","Greece","Number","Total","90 years or over","605","p"
"2020W10","Spain","Number","Total","Total","8,382","p"
"2020W10","Spain","Number","Total","From 75 to 79 years","901","p"
"2020W10","Spain","Number","Total","From 80 to 84 years","1,243","p"
"2020W10","Spain","Number","Total","From 85 to 89 years","1,853","p"
"2020W10","Spain","Number","Total","90 years or over","2,145","p"
"2020W10","France","Number","Total","Total","12,406","p"
"2020W10","France","Number","Total","From 75 to 79 years","1,106","p"
"2020W10","France","Number","Total","From 80 to 84 years","1,522","p"
"2020W10","France","Number","Total","From 85 to 89 years","2,267","p"
"2020W10","France","Number","Total","90 years or over","3,742","p"
"2020W10","Croatia","Number","Total","Total","1,056","p"
"2020W10","Croatia","Number","Total","From 75 to 79 years","132","p"
"2020W10","Croatia","Number","Total","From 80 to 84 years","211","p"
"2020W10","Croatia","Number","Total","From 85 to 89 years","202","p"
"2020W10","Croatia","Number","Total","90 years or over","128","p"
"2020W10","Italy","Number","Total","Total","14,662","p"
"2020W10","Italy","Number","Total","From 75 to 79 years","1,699","p"
